task_id,department,section_id,asset_id,asset_type,task_type,defect_type,severity,criticality,days_to_deadline,asset_age,failure_history,maintenance_frequency,estimated_duration_hours,required_team_size,safety_impact_encoded,train_traffic_density,expected_train_conflicts,historical_failure_rate,priority_score,priority_class,power_block_required,signal_block_required,track_block_required,status
ENG0734,Engineering,SEC056,AST0281,Track,Welding,Thermit weld defect,3,MEDIUM,19,27.6,7,11.58,7.4,7,2,0.285,10.5,4.77,62.6,HIGH,False,False,True,Completed
ENG0735,Engineering,SEC020,AST0020,Track,Welding,Misaligned weld,4,LOW,28,3.6,10,10.75,9.6,3,1,0.384,18.4,4.16,44.5,MEDIUM,False,False,True,Scheduled
ENG0736,Engineering,SEC041,AST0041,Track,Track Alignment,Vertical misalignment,2,HIGH,15,24.4,10,9.08,1.3,9,3,0.21,1.4,4.21,79.8,HIGH,False,False,True,Completed
ENG0737,Engineering,SEC072,AST0297,Track,Track Geometry Correction,Alignment defect,4,LOW,50,9.9,10,11.17,5.2,6,1,0.24,6.2,4.96,37.5,LOW,False,False,True,Completed
ENG0738,Engineering,SEC028,AST0103,Track,Turnout Maintenance,Crossing nose defect,5,LOW,44,19.6,8,10.92,6.6,2,1,0.519,17.1,5.33,35.5,LOW,False,False,True,Cancelled
ENG0739,Engineering,SEC029,AST0329,Track,Track Geometry Correction,Twist fault,3,MEDIUM,30,14.4,8,10.5,3.1,6,2,0.512,7.9,4.95,63.5,HIGH,False,False,True,Pending
ENG0740,Engineering,SEC065,AST0215,Track,Ballast Maintenance,Fouled ballast,3,MEDIUM,26,15.1,10,10.75,5.5,14,2,0.287,7.9,3.89,61.0,HIGH,False,False,True,Pending
ENG0741,Engineering,SEC006,AST0081,Track,Ballast Maintenance,Insufficient ballast,2,HIGH,10,5.5,10,12.58,6.8,8,3,0.501,17.0,5.48,85.3,CRITICAL,False,False,True,Pending
ENG0742,Engineering,SEC071,AST0371,Track,Track Alignment,Buckling risk,4,LOW,51,8.0,10,9.92,7.8,14,1,0.222,8.7,6.15,37.0,LOW,False,False,True,Scheduled
ENG0743,Engineering,SEC015,AST0165,Track,Ballast Maintenance,Drainage blockage,3,MEDIUM,29,14.0,7,11.67,7.2,9,2,0.45,16.2,3.48,62.8,HIGH,False,False,True,Completed
ENG0744,Engineering,SEC071,AST0146,Track,Sleeper Replacement,Missing sleeper,4,LOW,40,9.7,10,9.92,10.0,6,1,0.222,11.1,6.15,39.4,LOW,False,False,True,Scheduled
ENG0745,Engineering,SEC047,AST0122,Track,Rail Replacement,Broken rail,1,CRITICAL,5,29.0,10,10.08,2.6,4,3,0.204,2.7,5.36,94.4,CRITICAL,False,False,True,Pending
ENG0746,Engineering,SEC060,AST0360,Track,Welding,Misaligned weld,2,HIGH,14,20.1,8,11.42,1.7,9,3,0.2,1.7,4.71,79.9,HIGH,False,False,True,Scheduled
ENG0747,Engineering,SEC020,AST0020,Track,Sleeper Replacement,Missing sleeper,3,MEDIUM,26,3.6,10,10.75,1.3,7,2,0.384,2.5,4.16,62.5,HIGH,False,False,True,Cancelled
ENG0748,Engineering,SEC065,AST0290,Track,Track Alignment,Vertical misalignment,4,LOW,47,23.5,7,10.75,7.4,6,1,0.287,10.6,3.89,38.9,LOW,False,False,True,Pending
ENG0749,Engineering,SEC058,AST0208,Track,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,23,27.3,10,10.75,4.2,13,2,0.273,5.7,4.97,61.5,HIGH,False,False,True,Pending
ENG0750,Engineering,SEC062,AST0062,Track,Track Geometry Correction,Gauge irregularity,3,MEDIUM,23,6.5,10,10.58,11.6,2,2,0.2,11.6,4.8,60.4,HIGH,False,False,True,Pending
ENG0751,Engineering,SEC074,AST0224,Track,Rail Replacement,End-post fracture,3,MEDIUM,23,22.5,10,10.33,4.6,3,2,0.24,5.5,5.14,61.0,HIGH,False,False,True,Scheduled
ENG0752,Engineering,SEC008,AST0308,Track,Turnout Maintenance,Check rail gap,3,MEDIUM,18,29.4,10,12.17,7.4,8,2,0.455,16.8,5.1,65.3,HIGH,False,False,True,Pending
ENG0753,Engineering,SEC018,AST0243,Track,Track Geometry Correction,Cross-level error,3,MEDIUM,26,24.6,10,11.92,11.3,4,2,0.416,23.5,4.53,63.0,HIGH,False,False,True,Pending
ENG0754,Engineering,SEC048,AST0123,Track,Rail Replacement,Broken rail,5,LOW,58,13.9,10,11.25,4.8,3,1,0.293,7.0,3.75,29.0,LOW,False,False,True,Pending
ENG0755,Engineering,SEC006,AST0381,Track,Rail Inspection,Rail crack,3,MEDIUM,30,16.1,10,12.58,2.0,2,2,0.501,5.0,5.48,63.3,HIGH,False,False,True,Pending
ENG0756,Engineering,SEC036,AST0111,Track,Track Geometry Correction,Cross-level error,2,HIGH,12,8.5,10,11.42,9.3,5,3,0.521,24.2,4.29,85.1,CRITICAL,False,False,True,Pending
ENG0757,Engineering,SEC049,AST0124,Track,Rail Replacement,Severely worn rail,4,LOW,33,3.5,10,10.5,7.5,5,1,0.329,12.3,4.91,42.6,MEDIUM,False,False,True,Scheduled
ENG0758,Engineering,SEC021,AST0096,Track,Ballast Maintenance,Vegetation growth,3,MEDIUM,17,4.4,10,11.42,10.5,4,2,0.436,22.9,4.5,65.3,HIGH,False,False,True,In Progress
ENG0759,Engineering,SEC037,AST0037,Track,Ballast Maintenance,Fouled ballast,3,MEDIUM,25,12.6,9,10.08,11.4,8,2,0.498,28.4,5.05,64.4,HIGH,False,False,True,Pending
ENG0760,Engineering,SEC017,AST0092,Track,Track Alignment,Cant deficiency,3,MEDIUM,23,9.2,10,10.67,6.8,14,2,0.384,13.1,3.81,63.1,HIGH,False,False,True,Scheduled
ENG0761,Engineering,SEC070,AST0295,Track,Ballast Maintenance,Vegetation growth,4,LOW,59,19.5,10,10.42,2.3,14,1,0.228,2.6,3.73,35.3,LOW,False,False,True,Completed
ENG0762,Engineering,SEC016,AST0016,Track,Turnout Maintenance,Switch tongue wear,4,LOW,50,7.7,7,12.25,4.3,2,1,0.424,9.1,4.21,40.2,MEDIUM,False,False,True,Completed
ENG0763,Engineering,SEC053,AST0353,Track,Rail Inspection,Corrugation,3,MEDIUM,15,19.3,10,11.83,7.2,10,2,0.25,9.0,4.69,62.9,HIGH,False,False,True,Pending
ENG0764,Engineering,SEC005,AST0005,Track,Welding,Misaligned weld,4,LOW,58,21.4,10,11.75,8.7,6,1,0.528,23.0,3.62,40.0,LOW,False,False,True,Completed
ENG0765,Engineering,SEC006,AST0156,Track,Track Geometry Correction,Twist fault,3,MEDIUM,24,17.7,10,12.58,9.3,7,2,0.501,23.3,5.48,64.7,HIGH,False,False,True,Scheduled
ENG0766,Engineering,SEC038,AST0338,Track,Track Geometry Correction,Twist fault,3,MEDIUM,30,2.7,10,11.25,9.1,6,2,0.411,18.7,5.15,62.0,HIGH,False,False,True,In Progress
ENG0767,Engineering,SEC017,AST0092,Track,Rail Replacement,Severely worn rail,3,MEDIUM,14,9.2,10,10.67,2.9,6,2,0.384,5.6,3.81,65.1,HIGH,False,False,True,Completed
ENG0768,Engineering,SEC021,AST0096,Track,Rail Replacement,Broken rail,3,MEDIUM,14,4.4,10,11.42,4.4,12,2,0.436,9.6,4.5,65.9,HIGH,False,False,True,Pending
ENG0769,Engineering,SEC063,AST0138,Track,Welding,Misaligned weld,5,LOW,45,19.3,10,10.42,4.8,14,1,0.203,4.9,3.0,30.5,LOW,False,False,True,Completed
ENG0770,Engineering,SEC045,AST0045,Track,Turnout Maintenance,Switch tongue wear,5,LOW,75,27.4,10,11.08,11.0,10,1,0.28,15.4,4.74,25.0,LOW,False,False,True,Pending
ENG0771,Engineering,SEC059,AST0359,Track,Track Alignment,Buckling risk,3,MEDIUM,23,26.5,10,10.0,5.9,5,2,0.201,5.9,3.74,60.4,HIGH,False,False,True,Completed
ENG0772,Engineering,SEC048,AST0123,Track,Rail Replacement,Broken rail,3,MEDIUM,28,13.9,10,11.25,3.4,11,2,0.293,5.0,3.75,60.7,HIGH,False,False,True,In Progress
ENG0773,Engineering,SEC066,AST0366,Track,Rail Replacement,Rail end batter,3,MEDIUM,21,29.8,9,11.67,8.2,3,2,0.27,11.1,3.83,61.9,HIGH,False,False,True,Cancelled
ENG0774,Engineering,SEC003,AST0303,Track,Sleeper Replacement,Missing sleeper,2,HIGH,11,26.8,6,12.67,9.0,9,3,0.492,22.1,4.29,84.9,CRITICAL,False,False,True,Cancelled
ENG0775,Engineering,SEC026,AST0326,Track,Turnout Maintenance,Point mechanism fault,1,CRITICAL,7,4.8,10,11.42,9.4,3,3,0.516,24.3,7.05,98.7,CRITICAL,False,False,True,Pending
ENG0776,Engineering,SEC056,AST0356,Track,Sleeper Replacement,Broken concrete sleeper,4,LOW,49,19.2,10,11.58,2.7,2,1,0.285,3.8,4.77,38.4,LOW,False,False,True,Scheduled
ENG0777,Engineering,SEC056,AST0356,Track,Sleeper Replacement,Cracked sleeper,4,LOW,44,19.2,10,11.58,10.3,5,1,0.285,14.7,4.77,39.5,LOW,False,False,True,Completed
ENG0778,Engineering,SEC036,AST0111,Track,Welding,Thermit weld defect,2,HIGH,12,8.5,10,11.42,2.2,12,3,0.521,5.7,4.29,85.1,CRITICAL,False,False,True,Scheduled
ENG0779,Engineering,SEC012,AST0162,Track,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,7,4.1,7,12.17,8.4,5,3,0.404,17.0,4.46,97.0,CRITICAL,False,False,True,Scheduled
ENG0780,Engineering,SEC032,AST0182,Track,Welding,Weld depression,3,MEDIUM,18,16.3,8,12.0,3.7,8,2,0.349,6.5,3.71,63.7,HIGH,False,False,True,Completed
ENG0781,Engineering,SEC068,AST0368,Track,Welding,Misaligned weld,4,LOW,34,17.1,10,10.58,11.8,11,1,0.306,18.1,4.65,42.0,MEDIUM,False,False,True,Completed
ENG0782,Engineering,SEC033,AST0333,Track,Track Alignment,Lateral misalignment,1,CRITICAL,5,12.7,7,12.0,8.9,10,3,0.492,21.9,4.08,98.8,CRITICAL,False,False,True,Completed
ENG0783,Engineering,SEC022,AST0397,Track,Welding,Weld crack,4,LOW,54,1.0,9,13.08,5.3,5,1,0.39,10.3,4.96,38.8,LOW,False,False,True,Pending
ENG0784,Engineering,SEC022,AST0247,Track,Turnout Maintenance,Switch tongue wear,3,MEDIUM,21,26.5,10,13.08,4.5,8,2,0.39,8.8,4.96,63.7,HIGH,False,False,True,Completed
ENG0785,Engineering,SEC058,AST0283,Track,Rail Inspection,Gauge deviation,4,LOW,57,20.1,10,10.75,6.1,11,1,0.273,8.3,4.97,36.4,LOW,False,False,True,Scheduled
ENG0786,Engineering,SEC074,AST0374,Track,Welding,Thermit weld defect,2,HIGH,15,10.2,7,10.33,12.0,5,3,0.24,14.4,5.14,80.3,CRITICAL,False,False,True,Scheduled
ENG0787,Engineering,SEC024,AST0024,Track,Track Geometry Correction,Cross-level error,2,HIGH,14,27.4,10,12.42,5.9,4,3,0.413,12.2,5.04,83.1,CRITICAL,False,False,True,Scheduled
ENG0788,Engineering,SEC008,AST0308,Track,Track Alignment,Vertical misalignment,3,MEDIUM,20,29.4,10,12.17,6.4,12,2,0.455,14.6,5.1,64.9,HIGH,False,False,True,Cancelled
ENG0789,Engineering,SEC011,AST0161,Track,Ballast Maintenance,Drainage blockage,2,HIGH,9,3.1,10,13.25,9.2,14,3,0.484,22.3,5.46,85.3,CRITICAL,False,False,True,Scheduled
ENG0790,Engineering,SEC012,AST0087,Track,Turnout Maintenance,Point mechanism fault,3,MEDIUM,18,4.0,4,12.17,2.6,3,2,0.404,5.3,4.46,64.6,HIGH,False,False,True,Pending
ENG0791,Engineering,SEC006,AST0306,Track,Ballast Maintenance,Insufficient ballast,3,MEDIUM,16,28.2,8,12.58,3.8,6,2,0.501,9.5,5.48,66.5,HIGH,False,False,True,Pending
ENG0792,Engineering,SEC002,AST0002,Track,Rail Inspection,Gauge deviation,2,HIGH,12,10.9,10,12.75,11.8,4,3,0.341,20.1,5.79,82.4,CRITICAL,False,False,True,Pending
ENG0793,Engineering,SEC021,AST0396,Track,Track Geometry Correction,Cross-level error,3,MEDIUM,30,10.1,6,11.42,11.0,14,2,0.436,24.0,4.5,62.4,HIGH,False,False,True,Scheduled
ENG0794,Engineering,SEC015,AST0315,Track,Turnout Maintenance,Crossing nose defect,3,MEDIUM,19,5.1,10,11.67,9.9,13,2,0.45,22.3,3.48,65.0,HIGH,False,False,True,Completed
ENG0795,Engineering,SEC051,AST0126,Track,Turnout Maintenance,Switch tongue wear,4,LOW,44,10.1,10,10.25,7.4,4,1,0.258,9.5,4.19,39.1,LOW,False,False,True,Pending
ENG0796,Engineering,SEC035,AST0335,Track,Track Alignment,Lateral misalignment,3,MEDIUM,16,13.2,8,10.58,9.5,7,2,0.482,22.9,4.57,66.2,HIGH,False,False,True,Completed
ENG0797,Engineering,SEC001,AST0376,Track,Welding,Weld depression,4,LOW,40,19.9,10,10.25,8.0,9,1,0.426,17.0,4.45,42.5,MEDIUM,False,False,True,Completed
ENG0798,Engineering,SEC006,AST0231,Track,Sleeper Replacement,Missing sleeper,5,LOW,68,12.5,10,12.58,7.1,15,1,0.501,17.8,5.48,29.9,LOW,False,False,True,Completed
ENG0799,Engineering,SEC048,AST0273,Track,Rail Inspection,Worn rail head,2,HIGH,13,17.8,10,11.25,5.7,3,3,0.293,8.4,3.75,81.5,CRITICAL,False,False,True,Completed
ENG0800,Engineering,SEC029,AST0179,Track,Track Geometry Correction,Gauge irregularity,1,CRITICAL,4,9.5,10,10.5,2.4,14,3,0.512,6.1,4.95,99.3,CRITICAL,False,False,True,Completed
ENG0801,Engineering,SEC002,AST0227,Track,Rail Inspection,Gauge deviation,5,LOW,71,21.6,10,12.75,1.5,14,1,0.341,2.6,5.79,26.8,LOW,False,False,True,Completed
ENG0802,Engineering,SEC060,AST0060,Track,Sleeper Replacement,Decayed wooden sleeper,5,LOW,87,19.8,10,11.42,3.8,2,1,0.2,3.8,4.71,21.2,LOW,False,False,True,Scheduled
ENG0803,Engineering,SEC054,AST0279,Track,Ballast Maintenance,Drainage blockage,4,LOW,55,0.9,10,10.58,11.9,9,1,0.227,13.5,6.59,36.2,LOW,False,False,True,Cancelled
ENG0804,Engineering,SEC068,AST0218,Track,Welding,Misaligned weld,2,HIGH,8,1.9,7,10.58,11.9,2,3,0.306,18.2,4.65,82.8,CRITICAL,False,False,True,Completed
ENG0805,Engineering,SEC021,AST0096,Track,Welding,Weld crack,4,LOW,44,4.4,10,11.42,6.2,4,1,0.436,13.5,4.5,41.8,MEDIUM,False,False,True,Scheduled
ENG0806,Engineering,SEC020,AST0170,Track,Sleeper Replacement,Broken concrete sleeper,2,HIGH,14,5.1,7,10.75,6.2,12,3,0.384,11.9,4.16,82.6,CRITICAL,False,False,True,Scheduled
ENG0807,Engineering,SEC053,AST0353,Track,Welding,Thermit weld defect,4,LOW,32,19.3,10,11.83,3.9,9,1,0.25,4.9,4.69,41.6,MEDIUM,False,False,True,Completed
ENG0808,Engineering,SEC073,AST0148,Track,Sleeper Replacement,Cracked sleeper,2,HIGH,10,2.4,10,11.17,11.6,12,3,0.208,12.1,4.9,80.9,CRITICAL,False,False,True,Pending
ENG0809,Engineering,SEC036,AST0336,Track,Welding,Misaligned weld,1,CRITICAL,4,28.5,10,11.42,1.4,11,3,0.521,3.6,4.29,99.4,CRITICAL,False,False,True,Scheduled
ENG0810,Engineering,SEC045,AST0120,Track,Track Geometry Correction,Alignment defect,5,LOW,64,22.0,10,11.08,9.3,6,1,0.28,13.0,4.74,27.5,LOW,False,False,True,Completed
ENG0811,Engineering,SEC042,AST0267,Track,Turnout Maintenance,Switch tongue wear,3,MEDIUM,30,26.0,10,11.0,6.4,14,2,0.291,9.3,4.95,60.2,HIGH,False,False,True,Scheduled
ENG0812,Engineering,SEC002,AST0152,Track,Rail Inspection,Corrugation,4,LOW,29,19.5,5,12.75,5.1,15,1,0.341,8.7,5.79,43.7,MEDIUM,False,False,True,Completed
ENG0813,Engineering,SEC026,AST0026,Track,Track Alignment,Vertical misalignment,4,LOW,55,24.5,10,11.42,5.6,10,1,0.516,14.4,7.05,40.5,MEDIUM,False,False,True,Completed
ENG0814,Engineering,SEC025,AST0175,Track,Rail Inspection,Rail crack,3,MEDIUM,26,3.5,10,11.67,7.6,13,2,0.482,18.3,4.77,64.0,HIGH,False,False,True,Completed
ENG0815,Engineering,SEC024,AST0399,Track,Track Alignment,Lateral misalignment,3,MEDIUM,27,19.7,9,12.42,9.7,5,2,0.413,20.0,5.04,62.7,HIGH,False,False,True,In Progress
ENG0816,Engineering,SEC066,AST0366,Track,Ballast Maintenance,Drainage blockage,2,HIGH,11,29.8,9,11.67,6.2,7,3,0.27,8.4,3.83,81.6,CRITICAL,False,False,True,In Progress
ENG0817,Engineering,SEC070,AST0220,Track,Ballast Maintenance,Insufficient ballast,4,LOW,27,12.3,10,10.42,3.6,4,1,0.228,4.1,3.73,42.4,MEDIUM,False,False,True,Pending
ENG0818,Engineering,SEC044,AST0344,Track,Ballast Maintenance,Insufficient ballast,2,HIGH,7,19.4,10,12.25,1.8,12,3,0.347,3.1,5.07,83.6,CRITICAL,False,False,True,In Progress
ENG0819,Engineering,SEC027,AST0102,Track,Track Geometry Correction,Gauge irregularity,4,LOW,44,14.1,10,11.75,8.8,8,1,0.357,15.7,4.24,40.6,MEDIUM,False,False,True,Completed
ENG0820,Engineering,SEC006,AST0081,Track,Ballast Maintenance,Vegetation growth,3,MEDIUM,22,5.5,10,12.58,5.0,3,2,0.501,12.5,5.48,65.1,HIGH,False,False,True,Completed
ENG0821,Engineering,SEC066,AST0291,Track,Track Geometry Correction,Cross-level error,3,MEDIUM,22,4.1,10,11.67,9.3,9,2,0.27,12.6,3.83,61.7,HIGH,False,False,True,Completed
ENG0822,Engineering,SEC023,AST0323,Track,Rail Inspection,Gauge deviation,5,LOW,55,27.4,10,12.25,8.2,9,1,0.453,18.6,6.82,32.1,LOW,False,False,True,Completed
ENG0823,Engineering,SEC066,AST0216,Track,Track Geometry Correction,Gauge irregularity,3,MEDIUM,16,4.2,10,11.67,4.5,4,2,0.27,6.1,3.83,63.0,HIGH,False,False,True,Completed
ENG0824,Engineering,SEC044,AST0344,Track,Turnout Maintenance,Crossing nose defect,5,LOW,89,19.4,10,12.25,9.0,2,1,0.347,15.6,5.07,22.9,LOW,False,False,True,Completed
ENG0825,Engineering,SEC003,AST0003,Track,Ballast Maintenance,Vegetation growth,2,HIGH,9,16.0,10,12.67,9.4,3,3,0.492,23.1,4.29,85.4,CRITICAL,False,False,True,Cancelled
ENG0826,Engineering,SEC041,AST0116,Track,Turnout Maintenance,Check rail gap,5,LOW,60,24.7,6,9.08,5.6,9,1,0.21,5.9,4.21,27.3,LOW,False,False,True,Completed
ENG0827,Engineering,SEC022,AST0322,Track,Ballast Maintenance,Vegetation growth,3,MEDIUM,20,1.3,10,13.08,11.6,12,2,0.39,22.6,4.96,63.9,HIGH,False,False,True,Pending
ENG0828,Engineering,SEC068,AST0293,Track,Ballast Maintenance,Fouled ballast,3,MEDIUM,27,23.7,10,10.58,4.1,12,2,0.306,6.3,4.65,61.1,HIGH,False,False,True,Completed
ENG0829,Engineering,SEC038,AST0038,Track,Rail Inspection,Rail crack,4,LOW,57,16.2,10,11.25,3.6,2,1,0.411,7.4,5.15,38.5,LOW,False,False,True,Completed
ENG0830,Engineering,SEC014,AST0314,Track,Rail Replacement,End-post fracture,5,LOW,70,14.7,8,11.17,8.6,5,1,0.454,19.5,3.68,28.8,LOW,False,False,True,Pending
ENG0831,Engineering,SEC023,AST0098,Track,Sleeper Replacement,Cracked sleeper,3,MEDIUM,22,25.9,10,12.25,6.0,3,2,0.453,13.6,6.82,64.4,HIGH,False,False,True,Scheduled
ENG0832,Engineering,SEC038,AST0188,Track,Rail Inspection,Worn rail head,4,LOW,41,27.9,10,11.25,6.2,8,1,0.411,12.7,5.15,42.1,MEDIUM,False,False,True,Completed
ENG0833,Engineering,SEC030,AST0105,Track,Sleeper Replacement,Cracked sleeper,3,MEDIUM,30,14.6,10,12.25,3.3,2,2,0.409,6.7,3.96,62.0,HIGH,False,False,True,Pending
ENG0834,Engineering,SEC060,AST0210,Track,Rail Replacement,Severely worn rail,3,MEDIUM,30,19.8,10,11.42,9.6,10,2,0.2,9.6,4.71,58.8,MEDIUM,False,False,True,Pending
ENG0835,Engineering,SEC066,AST0291,Track,Turnout Maintenance,Crossing nose defect,4,LOW,39,4.1,10,11.67,2.2,13,1,0.27,3.0,3.83,40.4,MEDIUM,False,False,True,Pending
ENG0836,Engineering,SEC006,AST0081,Track,Track Geometry Correction,Alignment defect,3,MEDIUM,27,5.5,10,12.58,1.6,12,2,0.501,4.0,5.48,64.0,HIGH,False,False,True,In Progress
ENG0837,Engineering,SEC060,AST0210,Track,Track Geometry Correction,Gauge irregularity,4,LOW,53,19.8,10,11.42,1.3,4,1,0.2,1.3,4.71,36.2,LOW,False,False,True,Scheduled
ENG0838,Engineering,SEC008,AST0008,Track,Rail Inspection,Surface defect,3,MEDIUM,18,9.2,10,12.17,9.9,6,2,0.455,22.5,5.1,65.3,HIGH,False,False,True,Scheduled
ENG0839,Engineering,SEC028,AST0103,Track,Turnout Maintenance,Check rail gap,1,CRITICAL,5,19.6,8,10.92,5.8,4,3,0.519,15.1,5.33,99.2,CRITICAL,False,False,True,Completed
ENG0840,Engineering,SEC009,AST0234,Track,Welding,Misaligned weld,2,HIGH,13,23.0,8,11.75,11.9,8,3,0.418,24.9,4.44,83.4,CRITICAL,False,False,True,Completed
ENG0841,Engineering,SEC002,AST0377,Track,Rail Inspection,Surface defect,1,CRITICAL,3,29.9,8,12.75,6.2,13,3,0.341,10.6,5.79,96.9,CRITICAL,False,False,True,Pending
ENG0842,Engineering,SEC013,AST0313,Track,Sleeper Replacement,Broken concrete sleeper,2,HIGH,11,9.4,10,12.08,10.2,7,3,0.475,24.2,5.41,84.7,CRITICAL,False,False,True,Completed
ENG0843,Engineering,SEC004,AST0304,Track,Track Geometry Correction,Gauge irregularity,2,HIGH,8,15.6,7,10.42,9.6,2,3,0.435,20.9,4.46,84.7,CRITICAL,False,False,True,Scheduled
ENG0844,Engineering,SEC045,AST0120,Track,Track Alignment,Lateral misalignment,3,MEDIUM,14,22.0,10,11.08,5.8,12,2,0.28,8.1,4.74,63.6,HIGH,False,False,True,In Progress
ENG0845,Engineering,SEC072,AST0072,Track,Rail Inspection,Corrugation,1,CRITICAL,6,2.2,10,11.17,3.1,13,3,0.24,3.7,4.96,94.8,CRITICAL,False,False,True,Pending
ENG0846,Engineering,SEC033,AST0183,Track,Ballast Maintenance,Fouled ballast,4,LOW,54,27.6,10,12.0,11.1,8,1,0.492,27.3,4.08,40.4,MEDIUM,False,False,True,Completed
ENG0847,Engineering,SEC016,AST0241,Track,Welding,Thermit weld defect,5,LOW,44,14.7,9,12.25,11.9,7,1,0.424,25.2,4.21,34.1,LOW,False,False,True,Completed
ENG0848,Engineering,SEC030,AST0330,Track,Rail Replacement,Rail end batter,5,LOW,50,25.1,10,12.25,10.3,13,1,0.409,21.1,3.96,32.5,LOW,False,False,True,Completed
ENG0849,Engineering,SEC023,AST0023,Track,Turnout Maintenance,Crossing nose defect,2,HIGH,14,1.4,2,12.25,11.5,6,3,0.453,26.0,6.82,83.7,CRITICAL,False,False,True,In Progress
ENG0850,Engineering,SEC002,AST0227,Track,Turnout Maintenance,Point mechanism fault,1,CRITICAL,6,21.6,10,12.75,4.4,15,3,0.341,7.5,5.79,96.3,CRITICAL,False,False,True,Pending
ENG0851,Engineering,SEC043,AST0193,Track,Rail Replacement,Rail end batter,5,LOW,50,8.3,7,9.67,2.1,9,1,0.327,3.4,3.92,31.3,LOW,False,False,True,Scheduled
ENG0852,Engineering,SEC059,AST0284,Track,Welding,Weld crack,1,CRITICAL,3,26.4,7,10.0,11.8,9,3,0.201,11.9,3.74,94.8,CRITICAL,False,False,True,Pending
ENG0853,Engineering,SEC024,AST0174,Track,Turnout Maintenance,Switch tongue wear,4,LOW,48,7.6,8,12.42,1.1,12,1,0.413,2.3,5.04,40.5,MEDIUM,False,False,True,In Progress
ENG0854,Engineering,SEC036,AST0261,Track,Ballast Maintenance,Drainage blockage,4,LOW,60,14.8,10,11.42,9.5,3,1,0.521,24.7,4.29,39.5,LOW,False,False,True,Completed
ENG0855,Engineering,SEC018,AST0393,Track,Rail Inspection,Rail crack,3,MEDIUM,17,1.4,7,11.92,1.6,15,2,0.416,3.3,4.53,65.0,HIGH,False,False,True,Scheduled
ENG0856,Engineering,SEC047,AST0197,Track,Welding,Thermit weld defect,5,LOW,71,27.4,8,10.08,8.3,15,1,0.204,8.5,5.36,24.8,LOW,False,False,True,Completed
ENG0857,Engineering,SEC043,AST0268,Track,Turnout Maintenance,Crossing nose defect,5,LOW,49,18.4,10,9.67,9.2,14,1,0.327,15.0,3.92,31.5,LOW,False,False,True,Completed
ENG0858,Engineering,SEC028,AST0253,Track,Track Geometry Correction,Cross-level error,3,MEDIUM,18,26.4,10,10.92,9.6,7,2,0.519,24.9,5.33,66.3,HIGH,False,False,True,Completed
ENG0859,Engineering,SEC052,AST0202,Track,Rail Inspection,Gauge deviation,4,LOW,52,2.6,10,10.33,11.4,12,1,0.2,11.4,6.06,36.4,LOW,False,False,True,Pending
ENG0860,Engineering,SEC054,AST0054,Track,Ballast Maintenance,Insufficient ballast,5,LOW,44,5.5,10,10.58,2.6,15,1,0.227,3.0,6.59,31.1,LOW,False,False,True,In Progress
ENG0861,Engineering,SEC053,AST0203,Track,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,4,16.3,10,11.83,4.8,13,3,0.25,6.0,4.69,95.4,CRITICAL,False,False,True,Completed
ENG0862,Engineering,SEC018,AST0318,Track,Track Alignment,Vertical misalignment,4,LOW,36,3.2,10,11.92,3.9,6,1,0.416,8.1,4.53,43.2,MEDIUM,False,False,True,Scheduled
ENG0863,Engineering,SEC030,AST0255,Track,Rail Inspection,Corrugation,3,MEDIUM,30,19.9,10,12.25,8.0,4,2,0.409,16.4,3.96,62.0,HIGH,False,False,True,Pending
ENG0864,Engineering,SEC030,AST0255,Track,Sleeper Replacement,Cracked sleeper,2,HIGH,12,19.9,10,12.25,10.3,8,3,0.409,21.1,3.96,83.5,CRITICAL,False,False,True,Pending
ENG0865,Engineering,SEC007,AST0307,Track,Sleeper Replacement,Broken concrete sleeper,4,LOW,26,21.0,10,11.25,5.5,5,1,0.474,13.0,4.8,46.3,MEDIUM,False,False,True,Cancelled
ENG0866,Engineering,SEC072,AST0372,Track,Sleeper Replacement,Missing sleeper,2,HIGH,11,22.2,10,11.17,4.6,8,3,0.24,5.5,4.96,81.2,CRITICAL,False,False,True,Cancelled
ENG0867,Engineering,SEC027,AST0327,Track,Track Geometry Correction,Cross-level error,5,LOW,68,22.3,7,11.75,6.6,5,1,0.357,11.8,4.24,27.7,LOW,False,False,True,Scheduled
ENG0868,Engineering,SEC036,AST0261,Track,Track Alignment,Buckling risk,4,LOW,44,14.8,10,11.42,5.7,12,1,0.521,14.8,4.29,43.0,MEDIUM,False,False,True,Completed
ENG0869,Engineering,SEC061,AST0361,Track,Track Alignment,Lateral misalignment,4,LOW,28,25.0,10,11.5,4.3,4,1,0.206,4.4,4.81,41.9,MEDIUM,False,False,True,Completed
ENG0870,Engineering,SEC050,AST0350,Track,Rail Inspection,Worn rail head,2,HIGH,13,14.0,10,10.17,2.5,14,3,0.2,2.5,5.04,80.1,CRITICAL,False,False,True,Completed
ENG0871,Engineering,SEC050,AST0275,Track,Sleeper Replacement,Decayed wooden sleeper,4,LOW,28,0.7,10,10.17,2.3,5,1,0.2,2.3,5.04,41.8,MEDIUM,False,False,True,Scheduled
