task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,days_until_due,urgency_category
ENG0881,AST0350,SEC050,Track Alignment,Lateral misalignment,2,HIGH,2025-06-05,2025-06-08,2025-06-19,2.0,6,HIGH,Cancelled,11,Normal
ENG0882,AST0097,SEC022,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-09-20,2025-09-23,2025-10-10,3.5,14,MEDIUM,Completed,17,Normal
ENG0883,AST0255,SEC030,Ballast Maintenance,Drainage blockage,4,LOW,2025-08-19,2025-08-19,2025-09-24,10.9,2,LOW,Scheduled,36,Low
ENG0884,AST0120,SEC045,Rail Replacement,End-post fracture,2,HIGH,2025-07-21,2025-07-23,2025-08-02,9.4,8,HIGH,Scheduled,10,Normal
ENG0885,AST0051,SEC051,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-04-12,2025-04-14,2025-05-02,7.3,5,MEDIUM,Cancelled,18,Normal
ENG0886,AST0173,SEC023,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-06-25,2025-06-27,2025-07-16,11.7,6,MEDIUM,Completed,19,Normal
ENG0887,AST0076,SEC001,Rail Inspection,Corrugation,3,MEDIUM,2025-03-04,2025-03-07,2025-03-31,10.8,10,MEDIUM,Pending,24,Normal
ENG0888,AST0172,SEC022,Rail Replacement,End-post fracture,4,LOW,2025-04-29,2025-05-01,2025-06-01,10.8,5,LOW,Pending,31,Low
ENG0889,AST0163,SEC013,Rail Inspection,Rail crack,3,MEDIUM,2025-04-07,2025-04-10,2025-04-24,9.0,15,MEDIUM,Completed,14,Normal
ENG0890,AST0030,SEC030,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-04-25,2025-04-28,2025-05-25,6.5,9,MEDIUM,Completed,27,Normal
ENG0891,AST0248,SEC023,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-10-07,2025-10-09,2025-11-08,10.8,13,MEDIUM,Scheduled,30,Normal
ENG0892,AST0045,SEC045,Rail Replacement,Severely worn rail,3,MEDIUM,2025-08-31,2025-09-02,2025-09-22,2.9,7,MEDIUM,Scheduled,20,Normal
ENG0893,AST0281,SEC056,Ballast Maintenance,Vegetation growth,1,CRITICAL,2025-11-06,2025-11-07,2025-11-13,1.6,13,HIGH,Completed,6,Urgent
ENG0894,AST0110,SEC035,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-09-14,2025-09-17,2025-10-03,9.8,9,MEDIUM,Scheduled,16,Normal
ENG0895,AST0076,SEC001,Track Alignment,Vertical misalignment,4,LOW,2025-02-20,2025-02-23,2025-04-06,2.0,5,LOW,Pending,42,Low
ENG0896,AST0238,SEC013,Rail Replacement,Broken rail,1,CRITICAL,2025-06-17,2025-06-19,2025-06-22,4.2,8,HIGH,Pending,3,Urgent
ENG0897,AST0300,SEC075,Rail Replacement,End-post fracture,4,LOW,2025-04-17,2025-04-20,2025-05-23,2.0,5,LOW,Pending,33,Low
ENG0898,AST0186,SEC036,Track Alignment,Vertical misalignment,4,LOW,2025-04-02,2025-04-05,2025-05-20,7.7,9,LOW,Completed,45,Low
ENG0899,AST0045,SEC045,Sleeper Replacement,Cracked sleeper,4,LOW,2025-07-28,2025-07-29,2025-08-29,3.9,11,LOW,In Progress,31,Low
ENG0900,AST0253,SEC028,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-07-17,2025-07-17,2025-08-07,6.4,14,MEDIUM,Pending,21,Normal
ENG0901,AST0384,SEC009,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-07-05,2025-07-08,2025-08-06,3.4,11,MEDIUM,Completed,29,Normal
ENG0902,AST0191,SEC041,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-05-27,2025-05-28,2025-06-13,9.0,8,MEDIUM,Completed,16,Normal
ENG0903,AST0385,SEC010,Rail Inspection,Surface defect,3,MEDIUM,2025-10-11,2025-10-13,2025-11-05,6.7,13,MEDIUM,Pending,23,Normal
ENG0904,AST0288,SEC063,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-03-02,2025-03-03,2025-03-23,5.6,15,MEDIUM,Completed,20,Normal
ENG0905,AST0187,SEC037,Rail Replacement,Severely worn rail,4,LOW,2025-05-04,2025-05-05,2025-06-15,7.2,13,LOW,Completed,41,Low
ENG0906,AST0091,SEC016,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-09-26,2025-09-26,2025-10-12,7.6,6,MEDIUM,Completed,16,Normal
ENG0907,AST0372,SEC072,Ballast Maintenance,Drainage blockage,4,LOW,2025-05-07,2025-05-08,2025-06-12,2.2,14,LOW,Completed,35,Low
ENG0908,AST0116,SEC041,Welding,Weld crack,1,CRITICAL,2025-11-02,2025-11-02,2025-11-05,7.9,6,HIGH,Cancelled,3,Urgent
ENG0909,AST0063,SEC063,Ballast Maintenance,Fouled ballast,4,LOW,2025-08-29,2025-09-01,2025-09-28,9.4,11,LOW,Completed,27,Normal
ENG0910,AST0099,SEC024,Sleeper Replacement,Missing sleeper,5,LOW,2025-02-05,2025-02-06,2025-04-13,6.2,3,LOW,Scheduled,66,Low
ENG0911,AST0266,SEC041,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-03-01,2025-03-03,2025-04-10,8.8,13,LOW,Pending,38,Low
ENG0912,AST0170,SEC020,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-11-16,2025-11-19,2025-12-11,11.4,10,MEDIUM,Scheduled,22,Normal
ENG0913,AST0170,SEC020,Turnout Maintenance,Crossing nose defect,5,LOW,2025-11-07,2025-11-08,2025-12-31,8.1,9,LOW,Pending,53,Low
ENG0914,AST0143,SEC068,Rail Inspection,Surface defect,1,CRITICAL,2025-04-19,2025-04-20,2025-04-27,6.7,8,HIGH,Completed,7,Urgent
ENG0915,AST0084,SEC009,Ballast Maintenance,Insufficient ballast,1,CRITICAL,2025-07-31,2025-08-02,2025-08-07,1.7,8,HIGH,Completed,5,Urgent
ENG0916,AST0380,SEC005,Track Geometry Correction,Alignment defect,4,LOW,2025-01-22,2025-01-24,2025-03-14,6.3,2,LOW,Completed,49,Low
ENG0917,AST0077,SEC002,Ballast Maintenance,Vegetation growth,4,LOW,2025-02-19,2025-02-20,2025-04-04,6.0,14,LOW,Scheduled,43,Low
ENG0918,AST0175,SEC025,Rail Replacement,Severely worn rail,3,MEDIUM,2025-03-29,2025-03-29,2025-04-12,10.9,2,MEDIUM,Completed,14,Normal
ENG0919,AST0083,SEC008,Rail Inspection,Worn rail head,5,LOW,2025-11-20,2025-11-22,2026-01-03,6.0,9,LOW,Completed,42,Low
ENG0920,AST0068,SEC068,Rail Replacement,Rail end batter,4,LOW,2025-07-10,2025-07-10,2025-09-04,4.2,10,LOW,Completed,56,Low
ENG0921,AST0148,SEC073,Track Alignment,Cant deficiency,1,CRITICAL,2025-10-22,2025-10-25,2025-10-31,3.6,4,HIGH,Completed,6,Urgent
ENG0922,AST0079,SEC004,Turnout Maintenance,Crossing nose defect,4,LOW,2025-10-28,2025-10-28,2025-12-07,4.7,14,LOW,Pending,40,Low
ENG0923,AST0322,SEC022,Rail Inspection,Rail crack,3,MEDIUM,2025-06-19,2025-06-19,2025-07-15,10.9,3,MEDIUM,Cancelled,26,Normal
ENG0924,AST0227,SEC002,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-05-20,2025-05-23,2025-07-21,7.0,2,LOW,Completed,59,Low
ENG0925,AST0107,SEC032,Welding,Misaligned weld,3,MEDIUM,2025-03-29,2025-03-29,2025-04-24,5.1,9,MEDIUM,Cancelled,26,Normal
ENG0926,AST0328,SEC028,Rail Replacement,Broken rail,4,LOW,2025-08-10,2025-08-10,2025-09-26,4.2,5,LOW,Cancelled,47,Low
ENG0927,AST0043,SEC043,Track Alignment,Cant deficiency,4,LOW,2025-11-06,2025-11-09,2026-01-06,8.0,2,LOW,Completed,58,Low
ENG0928,AST0083,SEC008,Welding,Weld depression,1,CRITICAL,2025-06-12,2025-06-14,2025-06-18,7.6,15,HIGH,Pending,4,Urgent
ENG0929,AST0107,SEC032,Rail Replacement,Broken rail,3,MEDIUM,2025-06-10,2025-06-10,2025-07-09,2.4,12,MEDIUM,In Progress,29,Normal
ENG0930,AST0285,SEC060,Sleeper Replacement,Missing sleeper,4,LOW,2025-05-15,2025-05-18,2025-07-08,11.0,7,LOW,Cancelled,51,Low
ENG0931,AST0089,SEC014,Ballast Maintenance,Fouled ballast,5,LOW,2025-05-18,2025-05-21,2025-07-13,6.2,10,LOW,Pending,53,Low
ENG0932,AST0205,SEC055,Sleeper Replacement,Missing sleeper,2,HIGH,2024-12-31,2025-01-02,2025-01-11,5.0,3,HIGH,In Progress,9,Normal
ENG0933,AST0389,SEC014,Rail Inspection,Corrugation,1,CRITICAL,2025-06-10,2025-06-13,2025-06-17,8.1,15,HIGH,Pending,4,Urgent
ENG0934,AST0228,SEC003,Track Alignment,Cant deficiency,3,MEDIUM,2025-02-25,2025-02-25,2025-03-26,6.5,5,MEDIUM,Scheduled,29,Normal
ENG0935,AST0391,SEC016,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-10-06,2025-10-07,2025-10-18,9.6,9,HIGH,Cancelled,11,Normal
ENG0936,AST0015,SEC015,Rail Inspection,Rail crack,4,LOW,2025-10-09,2025-10-10,2025-11-14,4.2,7,LOW,Pending,35,Low
ENG0937,AST0137,SEC062,Track Alignment,Buckling risk,4,LOW,2025-03-30,2025-03-30,2025-05-09,6.2,4,LOW,Scheduled,40,Low
ENG0938,AST0007,SEC007,Track Alignment,Cant deficiency,3,MEDIUM,2025-09-12,2025-09-12,2025-10-10,4.9,8,MEDIUM,In Progress,28,Normal
ENG0939,AST0268,SEC043,Track Alignment,Buckling risk,3,MEDIUM,2025-02-04,2025-02-05,2025-02-27,2.1,14,MEDIUM,Scheduled,22,Normal
ENG0940,AST0280,SEC055,Track Geometry Correction,Twist fault,2,HIGH,2025-02-22,2025-02-23,2025-03-04,7.7,9,HIGH,Scheduled,9,Normal
ENG0941,AST0171,SEC021,Rail Replacement,Severely worn rail,4,LOW,2025-07-05,2025-07-06,2025-08-28,7.7,4,LOW,Completed,53,Low
ENG0942,AST0160,SEC010,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-04-26,2025-04-29,2025-05-13,3.9,4,HIGH,Completed,14,Normal
ENG0943,AST0212,SEC062,Rail Replacement,End-post fracture,4,LOW,2025-02-05,2025-02-08,2025-03-19,11.6,9,LOW,Pending,39,Low
ENG0944,AST0392,SEC017,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-05-10,2025-05-12,2025-07-09,1.3,5,LOW,Pending,58,Low
ENG0945,AST0018,SEC018,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-06-27,2025-06-30,2025-07-15,4.6,15,MEDIUM,Pending,15,Normal
ENG0946,AST0181,SEC031,Welding,Misaligned weld,4,LOW,2025-06-14,2025-06-15,2025-08-02,10.6,3,LOW,In Progress,48,Low
ENG0947,AST0042,SEC042,Welding,Weld depression,1,CRITICAL,2025-03-02,2025-03-03,2025-03-09,4.6,2,HIGH,Pending,6,Urgent
ENG0948,AST0143,SEC068,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-04-18,2025-04-18,2025-04-28,11.9,15,HIGH,Completed,10,Normal
ENG0949,AST0259,SEC034,Rail Replacement,End-post fracture,5,LOW,2025-06-21,2025-06-21,2025-08-11,7.2,10,LOW,Completed,51,Low
ENG0950,AST0267,SEC042,Track Alignment,Cant deficiency,3,MEDIUM,2025-09-12,2025-09-12,2025-10-05,4.7,8,MEDIUM,Pending,23,Normal
ENG0951,AST0243,SEC018,Turnout Maintenance,Switch tongue wear,4,LOW,2025-10-08,2025-10-08,2025-11-09,10.4,13,LOW,Scheduled,32,Low
ENG0952,AST0270,SEC045,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,2025-11-26,2025-11-29,2025-12-02,7.7,11,HIGH,Pending,3,Urgent
ENG0953,AST0065,SEC065,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-12-16,2025-12-16,2025-12-30,6.0,12,MEDIUM,Scheduled,14,Normal
ENG0954,AST0155,SEC005,Welding,Misaligned weld,5,LOW,2025-09-08,2025-09-10,2025-10-20,9.1,11,LOW,Scheduled,40,Low
ENG0955,AST0396,SEC021,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-10-14,2025-10-17,2025-11-02,8.9,10,MEDIUM,Scheduled,16,Normal
ENG0956,AST0141,SEC066,Track Geometry Correction,Twist fault,2,HIGH,2025-07-18,2025-07-21,2025-08-02,10.0,14,HIGH,Completed,12,Normal
ENG0957,AST0370,SEC070,Rail Inspection,Corrugation,5,LOW,2025-01-03,2025-01-03,2025-03-11,2.8,3,LOW,In Progress,67,Low
ENG0958,AST0112,SEC037,Welding,Misaligned weld,4,LOW,2025-08-13,2025-08-14,2025-10-01,7.7,11,LOW,Pending,48,Low
ENG0959,AST0071,SEC071,Welding,Thermit weld defect,1,CRITICAL,2025-04-06,2025-04-09,2025-04-15,11.0,4,HIGH,In Progress,6,Urgent
ENG0960,AST0394,SEC019,Ballast Maintenance,Drainage blockage,4,LOW,2025-01-20,2025-01-20,2025-02-24,7.3,13,LOW,Completed,35,Low
ENG0961,AST0255,SEC030,Welding,Misaligned weld,5,LOW,2025-03-08,2025-03-11,2025-04-30,4.8,9,LOW,Cancelled,50,Low
ENG0962,AST0084,SEC009,Welding,Weld depression,3,MEDIUM,2025-02-21,2025-02-24,2025-03-21,8.8,9,MEDIUM,Scheduled,25,Normal
ENG0963,AST0017,SEC017,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-10-08,2025-10-08,2025-10-24,11.5,15,MEDIUM,Completed,16,Normal
ENG0964,AST0048,SEC048,Track Alignment,Cant deficiency,3,MEDIUM,2025-07-16,2025-07-16,2025-08-04,7.4,11,MEDIUM,Completed,19,Normal
ENG0965,AST0156,SEC006,Welding,Weld depression,5,LOW,2025-07-17,2025-07-17,2025-09-06,10.2,14,LOW,Pending,51,Low
ENG0966,AST0350,SEC050,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-06-18,2025-06-21,2025-07-18,1.9,7,MEDIUM,Pending,27,Normal
ENG0967,AST0210,SEC060,Track Geometry Correction,Twist fault,3,MEDIUM,2025-06-24,2025-06-25,2025-07-25,7.7,2,MEDIUM,Pending,30,Normal
ENG0968,AST0168,SEC018,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-03-11,2025-03-14,2025-04-02,3.8,3,MEDIUM,Completed,19,Normal
ENG0969,AST0188,SEC038,Track Alignment,Buckling risk,1,CRITICAL,2025-03-21,2025-03-23,2025-03-28,1.1,6,HIGH,In Progress,5,Urgent
ENG0970,AST0070,SEC070,Welding,Thermit weld defect,2,HIGH,2025-05-05,2025-05-08,2025-05-19,2.1,8,HIGH,Pending,11,Normal
ENG0971,AST0213,SEC063,Rail Inspection,Gauge deviation,4,LOW,2025-08-04,2025-08-04,2025-09-01,10.6,5,LOW,Scheduled,28,Normal
ENG0972,AST0217,SEC067,Track Alignment,Buckling risk,3,MEDIUM,2025-04-16,2025-04-16,2025-05-01,4.8,2,MEDIUM,Pending,15,Normal
ENG0973,AST0277,SEC052,Turnout Maintenance,Switch tongue wear,5,LOW,2025-10-13,2025-10-16,2026-01-03,2.2,10,LOW,Pending,79,Low
ENG0974,AST0004,SEC004,Rail Replacement,Rail end batter,3,MEDIUM,2025-05-29,2025-06-01,2025-06-26,1.3,12,MEDIUM,Completed,25,Normal
ENG0975,AST0120,SEC045,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-08-30,2025-09-02,2025-09-24,2.2,13,MEDIUM,In Progress,22,Normal
ENG0976,AST0357,SEC057,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-07-28,2025-07-31,2025-08-30,3.8,13,MEDIUM,In Progress,30,Normal
ENG0977,AST0392,SEC017,Rail Inspection,Corrugation,2,HIGH,2025-02-26,2025-03-01,2025-03-10,8.0,7,HIGH,Completed,9,Normal
ENG0978,AST0337,SEC037,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-12-18,2025-12-20,2026-01-03,2.8,11,HIGH,Pending,14,Normal
ENG0979,AST0208,SEC058,Welding,Weld crack,4,LOW,2025-09-24,2025-09-26,2025-11-13,4.6,13,LOW,Completed,48,Low
ENG0980,AST0372,SEC072,Ballast Maintenance,Insufficient ballast,4,LOW,2025-01-11,2025-01-13,2025-02-25,9.9,15,LOW,Completed,43,Low
ENG0981,AST0247,SEC022,Rail Inspection,Surface defect,5,LOW,2025-08-19,2025-08-19,2025-10-25,11.8,10,LOW,In Progress,67,Low
ENG0982,AST0081,SEC006,Turnout Maintenance,Point mechanism fault,4,LOW,2025-07-16,2025-07-18,2025-08-30,1.3,3,LOW,Completed,43,Low
ENG0983,AST0213,SEC063,Sleeper Replacement,Missing sleeper,4,LOW,2025-01-28,2025-01-29,2025-03-22,3.2,13,LOW,Cancelled,52,Low
ENG0984,AST0321,SEC021,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-08-20,2025-08-20,2025-09-07,9.8,12,MEDIUM,Cancelled,18,Normal
ENG0985,AST0347,SEC047,Welding,Thermit weld defect,3,MEDIUM,2025-04-06,2025-04-07,2025-05-06,2.0,6,MEDIUM,Scheduled,29,Normal
ENG0986,AST0295,SEC070,Rail Inspection,Rail crack,4,LOW,2025-05-18,2025-05-19,2025-06-30,6.4,8,LOW,Completed,42,Low
ENG0987,AST0008,SEC008,Track Alignment,Lateral misalignment,1,CRITICAL,2025-04-24,2025-04-25,2025-05-02,7.6,15,HIGH,In Progress,7,Urgent
ENG0988,AST0343,SEC043,Track Geometry Correction,Cross-level error,4,LOW,2025-12-17,2025-12-17,2026-01-11,7.1,6,LOW,Pending,25,Normal
ENG0989,AST0086,SEC011,Welding,Weld crack,3,MEDIUM,2025-01-04,2025-01-07,2025-01-22,8.0,7,MEDIUM,Completed,15,Normal
ENG0990,AST0073,SEC073,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-06-11,2025-06-13,2025-07-04,6.2,8,MEDIUM,Scheduled,21,Normal
ENG0991,AST0362,SEC062,Welding,Misaligned weld,4,LOW,2025-03-25,2025-03-25,2025-05-05,6.8,9,LOW,Cancelled,41,Low
ENG0992,AST0224,SEC074,Track Alignment,Cant deficiency,2,HIGH,2025-05-07,2025-05-08,2025-05-15,3.2,13,HIGH,In Progress,7,Urgent
ENG0993,AST0394,SEC019,Ballast Maintenance,Fouled ballast,4,LOW,2025-08-04,2025-08-04,2025-09-05,3.6,8,LOW,In Progress,32,Low
ENG0994,AST0060,SEC060,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-11-08,2025-11-10,2025-11-30,7.1,6,MEDIUM,Completed,20,Normal
ENG0995,AST0009,SEC009,Track Geometry Correction,Twist fault,4,LOW,2025-07-18,2025-07-18,2025-08-18,10.7,7,LOW,Pending,31,Low
ENG0996,AST0363,SEC063,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-11-09,2025-11-12,2025-12-06,7.2,2,MEDIUM,Pending,24,Normal
ENG0997,AST0364,SEC064,Welding,Misaligned weld,3,MEDIUM,2025-03-28,2025-03-29,2025-04-27,11.3,8,MEDIUM,Pending,29,Normal
ENG0998,AST0030,SEC030,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-05-17,2025-05-20,2025-05-26,10.3,14,HIGH,Scheduled,6,Urgent
ENG0999,AST0140,SEC065,Welding,Weld depression,3,MEDIUM,2025-06-21,2025-06-22,2025-07-20,2.1,10,MEDIUM,In Progress,28,Normal
ENG1000,AST0393,SEC018,Track Geometry Correction,Twist fault,2,HIGH,2025-06-10,2025-06-12,2025-06-27,8.5,7,HIGH,Scheduled,15,Normal
ENG1001,AST0205,SEC055,Ballast Maintenance,Vegetation growth,2,HIGH,2025-09-16,2025-09-17,2025-09-25,1.6,7,HIGH,Cancelled,8,Normal
ENG1002,AST0297,SEC072,Sleeper Replacement,Cracked sleeper,4,LOW,2025-07-16,2025-07-16,2025-08-14,1.7,2,LOW,Pending,29,Normal
ENG1003,AST0271,SEC046,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-09-11,2025-09-14,2025-10-09,9.8,8,MEDIUM,Cancelled,25,Normal
ENG1004,AST0263,SEC038,Rail Inspection,Rail crack,4,LOW,2025-10-29,2025-10-29,2025-12-14,8.6,13,LOW,Pending,46,Low
ENG1005,AST0062,SEC062,Rail Inspection,Rail crack,4,LOW,2025-08-16,2025-08-18,2025-10-15,3.8,4,LOW,Scheduled,58,Low
ENG1006,AST0295,SEC070,Track Alignment,Lateral misalignment,2,HIGH,2025-07-01,2025-07-04,2025-07-16,7.0,7,HIGH,In Progress,12,Normal
ENG1007,AST0323,SEC023,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-06-20,2025-06-22,2025-07-03,1.6,3,HIGH,Completed,11,Normal
ENG1008,AST0236,SEC011,Rail Replacement,Broken rail,3,MEDIUM,2025-10-09,2025-10-11,2025-10-27,10.1,3,MEDIUM,In Progress,16,Normal
ENG1009,AST0049,SEC049,Track Alignment,Vertical misalignment,3,MEDIUM,2025-04-01,2025-04-02,2025-04-28,8.5,12,MEDIUM,Scheduled,26,Normal
ENG1010,AST0399,SEC024,Rail Replacement,Broken rail,3,MEDIUM,2025-06-08,2025-06-09,2025-06-26,7.5,15,MEDIUM,Pending,17,Normal
ENG1011,AST0218,SEC068,Ballast Maintenance,Vegetation growth,5,LOW,2025-07-16,2025-07-16,2025-09-04,4.6,12,LOW,In Progress,50,Low
ENG1012,AST0049,SEC049,Rail Inspection,Worn rail head,3,MEDIUM,2025-12-18,2025-12-18,2026-01-15,11.8,13,MEDIUM,Cancelled,28,Normal
ENG1013,AST0009,SEC009,Welding,Misaligned weld,4,LOW,2025-03-26,2025-03-26,2025-05-19,6.0,4,LOW,Completed,54,Low
ENG1014,AST0159,SEC009,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-11-09,2025-11-10,2025-12-07,8.6,14,MEDIUM,In Progress,27,Normal
ENG1015,AST0311,SEC011,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-03-25,2025-03-26,2025-05-21,11.0,3,LOW,Cancelled,56,Low
ENG1016,AST0390,SEC015,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-10-08,2025-10-11,2025-10-31,9.4,15,MEDIUM,Scheduled,20,Normal
ENG1017,AST0356,SEC056,Turnout Maintenance,Switch tongue wear,1,CRITICAL,2025-10-29,2025-10-29,2025-11-03,9.1,9,HIGH,Completed,5,Urgent
ENG1018,AST0090,SEC015,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-06-05,2025-06-06,2025-06-21,6.5,15,MEDIUM,Pending,15,Normal
ENG1019,AST0259,SEC034,Welding,Weld depression,2,HIGH,2025-05-10,2025-05-11,2025-05-24,10.1,5,HIGH,Completed,13,Normal
ENG1020,AST0062,SEC062,Track Alignment,Cant deficiency,5,LOW,2025-07-16,2025-07-17,2025-10-14,9.5,12,LOW,Pending,89,Low
ENG1021,AST0071,SEC071,Track Geometry Correction,Twist fault,2,HIGH,2025-05-10,2025-05-13,2025-05-21,10.3,9,HIGH,Pending,8,Normal
ENG1022,AST0221,SEC071,Track Geometry Correction,Twist fault,2,HIGH,2025-02-07,2025-02-09,2025-02-17,1.4,10,HIGH,Completed,8,Normal
ENG1023,AST0212,SEC062,Track Geometry Correction,Alignment defect,2,HIGH,2025-09-10,2025-09-10,2025-09-17,11.7,14,HIGH,Completed,7,Urgent
ENG1024,AST0310,SEC010,Welding,Weld depression,1,CRITICAL,2025-04-15,2025-04-18,2025-04-25,11.4,6,HIGH,Scheduled,7,Urgent
ENG1025,AST0011,SEC011,Track Alignment,Lateral misalignment,1,CRITICAL,2025-06-15,2025-06-18,2025-06-21,10.3,11,HIGH,Pending,3,Urgent
ENG1026,AST0347,SEC047,Turnout Maintenance,Check rail gap,4,LOW,2025-05-24,2025-05-27,2025-06-28,7.7,14,LOW,Cancelled,32,Low
ENG1027,AST0258,SEC033,Rail Inspection,Rail crack,4,LOW,2025-11-23,2025-11-23,2026-01-22,4.5,7,LOW,Pending,60,Low
ENG1028,AST0007,SEC007,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-08-24,2025-08-27,2025-10-11,1.2,9,LOW,Completed,45,Low
ENG1029,AST0188,SEC038,Welding,Weld depression,3,MEDIUM,2025-04-24,2025-04-26,2025-05-20,7.7,4,MEDIUM,Scheduled,24,Normal
ENG1030,AST0171,SEC021,Track Geometry Correction,Cross-level error,4,LOW,2025-04-21,2025-04-22,2025-06-09,9.6,6,LOW,Scheduled,48,Low
ENG1031,AST0343,SEC043,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-01-19,2025-01-20,2025-02-06,2.6,8,MEDIUM,Pending,17,Normal
ENG1032,AST0016,SEC016,Track Alignment,Buckling risk,1,CRITICAL,2025-10-16,2025-10-17,2025-10-22,2.9,9,HIGH,Completed,5,Urgent
ENG1033,AST0036,SEC036,Track Geometry Correction,Twist fault,4,LOW,2025-07-05,2025-07-07,2025-09-04,11.8,4,LOW,Cancelled,59,Low
ENG1034,AST0395,SEC020,Rail Replacement,End-post fracture,3,MEDIUM,2025-09-01,2025-09-02,2025-09-16,10.5,12,MEDIUM,Pending,14,Normal
ENG1035,AST0384,SEC009,Rail Inspection,Worn rail head,4,LOW,2025-04-22,2025-04-25,2025-05-29,1.8,4,LOW,Scheduled,34,Low
ENG1036,AST0349,SEC049,Track Geometry Correction,Twist fault,1,CRITICAL,2025-03-18,2025-03-20,2025-03-23,1.7,3,HIGH,Cancelled,3,Urgent
ENG1037,AST0149,SEC074,Welding,Thermit weld defect,1,CRITICAL,2025-06-04,2025-06-05,2025-06-10,10.4,7,HIGH,Completed,5,Urgent
ENG1038,AST0020,SEC020,Rail Replacement,End-post fracture,4,LOW,2025-10-20,2025-10-23,2025-12-16,6.9,11,LOW,Completed,54,Low
ENG1039,AST0337,SEC037,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-11-21,2025-11-24,2025-12-04,8.0,12,HIGH,Pending,10,Normal
ENG1040,AST0062,SEC062,Track Alignment,Cant deficiency,4,LOW,2025-02-22,2025-02-24,2025-04-15,6.8,14,LOW,Pending,50,Low
ENG1041,AST0180,SEC030,Sleeper Replacement,Missing sleeper,2,HIGH,2025-09-18,2025-09-21,2025-10-04,9.9,4,HIGH,Pending,13,Normal
ENG1042,AST0362,SEC062,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-06-20,2025-06-21,2025-07-18,6.2,3,MEDIUM,Pending,27,Normal
ENG1043,AST0391,SEC016,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-09-06,2025-09-08,2025-10-05,5.9,3,MEDIUM,Scheduled,27,Normal
ENG1044,AST0064,SEC064,Turnout Maintenance,Crossing nose defect,5,LOW,2025-03-09,2025-03-10,2025-04-19,4.3,7,LOW,In Progress,40,Low
ENG1045,AST0047,SEC047,Track Alignment,Cant deficiency,3,MEDIUM,2025-01-30,2025-01-30,2025-03-01,7.6,9,MEDIUM,Scheduled,30,Normal
ENG1046,AST0126,SEC051,Rail Replacement,Severely worn rail,3,MEDIUM,2025-01-10,2025-01-13,2025-01-31,3.9,10,MEDIUM,Completed,18,Normal
ENG1047,AST0076,SEC001,Track Geometry Correction,Gauge irregularity,5,LOW,2025-10-05,2025-10-06,2025-12-06,10.1,4,LOW,Cancelled,61,Low
ENG1048,AST0332,SEC032,Welding,Thermit weld defect,3,MEDIUM,2025-10-26,2025-10-26,2025-11-17,8.7,6,MEDIUM,Completed,22,Normal
