task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required
TRC0859,AST0470,SEC020,Sectioning equipment,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-05-16,2025-05-16,2025-06-09,4.2,15,MEDIUM,Scheduled,True
TRC0860,AST0496,SEC046,OHE,OHE Inspection,Stagger fault,3,MEDIUM,2025-01-18,2025-01-18,2025-02-06,2.2,15,MEDIUM,In Progress,True
TRC0861,AST0474,SEC024,Insulator,Feeder Repair,Overheating,1,CRITICAL,2025-12-11,2025-12-14,2025-12-18,2.9,7,HIGH,In Progress,False
TRC0862,AST0533,SEC008,Feeder,Transformer Servicing,Cooling system failure,2,HIGH,2025-12-03,2025-12-05,2025-12-13,4.1,15,HIGH,Completed,True
TRC0863,AST0443,SEC068,Catenary,Transformer Servicing,Winding fault,4,LOW,2025-10-12,2025-10-14,2025-12-02,1.2,7,LOW,In Progress,True
TRC0864,AST0458,SEC008,Insulator,Switchgear Maintenance,Circuit breaker fault,1,CRITICAL,2025-09-13,2025-09-16,2025-09-22,7.3,8,HIGH,Pending,False
TRC0865,AST0594,SEC069,Insulator,OHE Mast Repair,Bracket damage,1,CRITICAL,2025-09-11,2025-09-11,2025-09-18,4.3,13,HIGH,Completed,False
TRC0866,AST0493,SEC043,Feeder,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-05-11,2025-05-14,2025-06-02,4.0,12,MEDIUM,Pending,True
TRC0867,AST0443,SEC068,Catenary,OHE Inspection,Dropper defect,2,HIGH,2025-11-01,2025-11-04,2025-11-19,9.1,10,HIGH,Scheduled,False
TRC0868,AST0473,SEC023,Pantograph interface,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-01-07,2025-01-10,2025-01-25,7.3,6,MEDIUM,Completed,True
TRC0869,AST0603,SEC003,Catenary,Insulator Replacement,Flashover damage,3,MEDIUM,2025-02-24,2025-02-25,2025-03-23,6.0,4,MEDIUM,Pending,True
TRC0870,AST0413,SEC038,Feeder,Transformer Servicing,Oil leak,3,MEDIUM,2025-08-28,2025-08-29,2025-09-18,5.9,5,MEDIUM,Completed,True
TRC0871,AST0571,SEC046,Catenary,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-11-27,2025-11-29,2025-12-29,3.4,5,MEDIUM,Pending,True
TRC0872,AST0403,SEC028,Catenary,OHE Mast Repair,Bracket damage,4,LOW,2025-01-03,2025-01-05,2025-02-15,5.9,11,LOW,Cancelled,True
TRC0873,AST0576,SEC051,OHE,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-06-18,2025-06-19,2025-07-18,1.0,2,MEDIUM,Completed,True
TRC0874,AST0590,SEC065,Sectioning equipment,Catenary Maintenance,Tension deviation,4,LOW,2025-03-30,2025-04-02,2025-05-21,6.6,3,LOW,Scheduled,True
TRC0875,AST0465,SEC015,Pantograph interface,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-05-25,2025-05-26,2025-06-14,1.0,15,MEDIUM,Pending,True
TRC0876,AST0636,SEC036,Transformer,OHE Mast Repair,Guy wire slack,4,LOW,2025-05-22,2025-05-25,2025-07-20,11.1,3,LOW,Pending,False
TRC0877,AST0420,SEC045,Transformer,Transformer Servicing,Oil leak,4,LOW,2025-10-23,2025-10-23,2025-11-25,8.3,8,LOW,In Progress,True
TRC0878,AST0410,SEC035,Insulator,Transformer Servicing,Bushing defect,1,CRITICAL,2025-11-26,2025-11-27,2025-11-30,3.2,11,HIGH,Pending,False
TRC0879,AST0592,SEC067,OHE,Transformer Servicing,Winding fault,3,MEDIUM,2025-07-28,2025-07-31,2025-08-20,1.6,6,MEDIUM,Pending,True
TRC0880,AST0539,SEC014,Catenary,OHE Mast Repair,Bracket damage,4,LOW,2025-05-14,2025-05-16,2025-06-29,5.3,14,LOW,Pending,True
TRC0881,AST0462,SEC012,Sectioning equipment,Insulator Replacement,Pollution deposit,4,LOW,2025-02-22,2025-02-25,2025-04-01,3.5,15,LOW,Scheduled,True
TRC0882,AST0536,SEC011,OHE,Transformer Servicing,Oil leak,3,MEDIUM,2025-06-16,2025-06-19,2025-07-19,8.7,2,MEDIUM,Pending,True
TRC0883,AST0440,SEC065,OHE,Feeder Repair,Cable damage,5,LOW,2025-10-27,2025-10-30,2025-12-12,2.6,12,LOW,In Progress,True
TRC0884,AST0538,SEC013,Insulator,OHE Mast Repair,Corrosion,3,MEDIUM,2025-11-20,2025-11-23,2025-12-10,7.4,10,MEDIUM,Pending,False
TRC0885,AST0583,SEC058,Electrical switchgear,OHE Inspection,Height deviation,3,MEDIUM,2025-08-13,2025-08-15,2025-08-31,10.3,11,MEDIUM,Completed,True
TRC0886,AST0679,SEC004,Electrical switchgear,OHE Mast Repair,Guy wire slack,2,HIGH,2025-08-07,2025-08-10,2025-08-17,11.5,12,HIGH,Completed,False
TRC0887,AST0690,SEC015,Insulator,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-05-14,2025-05-17,2025-08-04,9.1,5,LOW,Scheduled,True
TRC0888,AST0653,SEC053,Feeder,Feeder Repair,Insulation breakdown,2,HIGH,2025-07-18,2025-07-21,2025-08-05,4.1,6,HIGH,Pending,True
TRC0889,AST0574,SEC049,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-02-03,2025-02-06,2025-02-13,11.7,2,HIGH,Completed,True
TRC0890,AST0423,SEC048,Electrical switchgear,Feeder Repair,Cable damage,2,HIGH,2025-05-02,2025-05-02,2025-05-09,1.5,8,HIGH,Pending,False
TRC0891,AST0532,SEC007,Transformer,Feeder Repair,Overheating,5,LOW,2025-02-17,2025-02-17,2025-04-10,1.7,9,LOW,Completed,False
TRC0892,AST0608,SEC008,OHE,Transformer Servicing,Bushing defect,4,LOW,2025-09-05,2025-09-08,2025-10-08,5.1,15,LOW,In Progress,True
TRC0893,AST0482,SEC032,Insulator,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-01-17,2025-01-18,2025-01-30,8.8,5,HIGH,Completed,True
TRC0894,AST0660,SEC060,Transformer,OHE Mast Repair,Corrosion,2,HIGH,2025-09-15,2025-09-15,2025-09-28,4.8,10,HIGH,Completed,False
TRC0895,AST0450,SEC075,Insulator,Transformer Servicing,Oil leak,1,CRITICAL,2025-07-30,2025-07-31,2025-08-04,8.3,8,HIGH,Completed,True
TRC0896,AST0452,SEC002,Transformer,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-08-20,2025-08-21,2025-09-09,8.7,8,MEDIUM,In Progress,False
TRC0897,AST0623,SEC023,Electrical switchgear,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-11-25,2025-11-27,2025-12-24,10.1,12,MEDIUM,Completed,False
TRC0898,AST0652,SEC052,Transformer,Catenary Maintenance,Registration arm damage,1,CRITICAL,2025-03-24,2025-03-27,2025-04-03,3.6,5,HIGH,In Progress,False
TRC0899,AST0476,SEC026,Transformer,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-07-08,2025-07-11,2025-08-06,6.8,9,MEDIUM,Cancelled,True
TRC0900,AST0572,SEC047,Transformer,Transformer Servicing,Oil leak,2,HIGH,2025-08-14,2025-08-16,2025-08-27,10.2,4,HIGH,Scheduled,False
TRC0901,AST0576,SEC051,OHE,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-09-04,2025-09-05,2025-10-01,5.0,3,MEDIUM,Pending,True
TRC0902,AST0673,SEC073,Pantograph interface,OHE Inspection,Dropper defect,3,MEDIUM,2025-07-11,2025-07-11,2025-07-27,3.1,4,MEDIUM,Completed,False
TRC0903,AST0560,SEC035,OHE,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-10-05,2025-10-07,2025-10-27,3.4,6,MEDIUM,Pending,True
TRC0904,AST0409,SEC034,Pantograph interface,Catenary Maintenance,Splice joint fault,4,LOW,2025-11-24,2025-11-26,2025-12-26,10.6,7,LOW,Completed,False
TRC0905,AST0447,SEC072,Electrical switchgear,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-07-28,2025-07-28,2025-08-27,5.6,13,MEDIUM,In Progress,True
TRC0906,AST0469,SEC019,Feeder,Transformer Servicing,Bushing defect,3,MEDIUM,2025-05-14,2025-05-17,2025-06-05,5.0,3,MEDIUM,Scheduled,True
TRC0907,AST0490,SEC040,Insulator,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-03-15,2025-03-18,2025-04-06,8.1,8,MEDIUM,Completed,False
TRC0908,AST0618,SEC018,Insulator,OHE Inspection,Height deviation,3,MEDIUM,2025-02-11,2025-02-13,2025-03-08,5.5,15,MEDIUM,Completed,False
TRC0909,AST0463,SEC013,Electrical switchgear,OHE Inspection,Dropper defect,4,LOW,2025-02-03,2025-02-05,2025-03-04,4.2,15,LOW,In Progress,True
TRC0910,AST0421,SEC046,Feeder,Transformer Servicing,Winding fault,2,HIGH,2025-05-01,2025-05-02,2025-05-13,5.8,6,HIGH,Pending,True
TRC0911,AST0620,SEC020,Transformer,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-05-01,2025-05-02,2025-05-20,9.8,11,MEDIUM,Pending,False
TRC0912,AST0571,SEC046,Catenary,Transformer Servicing,Cooling system failure,4,LOW,2025-06-22,2025-06-25,2025-08-20,7.4,9,LOW,Scheduled,True
TRC0913,AST0451,SEC001,Catenary,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-11-03,2025-11-06,2025-12-27,1.4,15,LOW,Completed,True
TRC0914,AST0627,SEC027,Catenary,Transformer Servicing,Bushing defect,4,LOW,2025-05-30,2025-05-31,2025-07-05,1.4,11,LOW,Scheduled,True
TRC0915,AST0610,SEC010,Insulator,OHE Mast Repair,Foundation settlement,4,LOW,2025-11-21,2025-11-24,2026-01-23,5.2,3,LOW,Pending,True
TRC0916,AST0450,SEC075,Insulator,Insulator Replacement,Flashover damage,3,MEDIUM,2025-02-07,2025-02-09,2025-02-25,8.8,9,MEDIUM,Pending,False
TRC0917,AST0513,SEC063,Pantograph interface,Catenary Maintenance,Catenary sag,4,LOW,2025-12-03,2025-12-05,2026-01-01,1.6,10,LOW,Completed,True
TRC0918,AST0453,SEC003,Feeder,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-02-23,2025-02-23,2025-03-14,1.5,13,MEDIUM,Scheduled,True
TRC0919,AST0587,SEC062,Catenary,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-09-09,2025-09-12,2025-09-24,10.3,8,HIGH,Pending,True
TRC0920,AST0549,SEC024,Feeder,OHE Inspection,Height deviation,3,MEDIUM,2025-02-10,2025-02-10,2025-03-04,3.5,3,MEDIUM,In Progress,True
TRC0921,AST0540,SEC015,Transformer,Transformer Servicing,Oil leak,2,HIGH,2025-09-17,2025-09-20,2025-09-27,1.1,5,HIGH,Scheduled,False
TRC0922,AST0685,SEC010,Feeder,Catenary Maintenance,Registration arm damage,4,LOW,2025-03-14,2025-03-14,2025-04-20,5.7,3,LOW,Pending,True
TRC0923,AST0620,SEC020,Transformer,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-09-02,2025-09-03,2025-09-29,9.1,12,MEDIUM,Completed,True
TRC0924,AST0407,SEC032,Electrical switchgear,OHE Inspection,Stagger fault,4,LOW,2025-04-13,2025-04-16,2025-05-27,6.8,10,LOW,Completed,False
TRC0925,AST0447,SEC072,Electrical switchgear,Sectioning Post Maintenance,Isolator defect,4,LOW,2025-09-29,2025-10-01,2025-11-02,5.4,8,LOW,Completed,True
TRC0926,AST0676,SEC001,Transformer,OHE Mast Repair,Guy wire slack,2,HIGH,2025-09-05,2025-09-08,2025-09-17,4.2,4,HIGH,In Progress,True
TRC0927,AST0657,SEC057,Pantograph interface,Catenary Maintenance,Catenary sag,2,HIGH,2025-05-07,2025-05-07,2025-05-21,5.0,11,HIGH,In Progress,True
TRC0928,AST0605,SEC005,Feeder,Feeder Repair,Joint failure,2,HIGH,2025-11-14,2025-11-14,2025-11-26,5.9,15,HIGH,Pending,True
TRC0929,AST0595,SEC070,Catenary,Insulator Replacement,Pollution deposit,2,HIGH,2025-10-02,2025-10-05,2025-10-20,6.5,15,HIGH,Scheduled,True
TRC0930,AST0593,SEC068,Pantograph interface,Switchgear Maintenance,Arc damage,5,LOW,2025-10-21,2025-10-23,2025-12-31,1.5,4,LOW,Completed,True
TRC0931,AST0689,SEC014,Pantograph interface,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-07-06,2025-07-07,2025-08-04,3.9,15,MEDIUM,Completed,True
TRC0932,AST0534,SEC009,Sectioning equipment,Feeder Repair,Cable damage,3,MEDIUM,2025-03-14,2025-03-14,2025-04-06,6.6,13,MEDIUM,Completed,False
TRC0933,AST0454,SEC004,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-10-29,2025-10-29,2025-11-05,11.8,13,HIGH,Completed,True
TRC0934,AST0624,SEC024,OHE,Transformer Servicing,Winding fault,5,LOW,2025-04-07,2025-04-10,2025-06-18,5.7,2,LOW,Completed,True
TRC0935,AST0687,SEC012,Electrical switchgear,Switchgear Maintenance,Contactor wear,4,LOW,2025-10-22,2025-10-25,2025-12-13,10.4,8,LOW,Pending,True
TRC0936,AST0414,SEC039,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,2025-10-17,2025-10-18,2025-10-22,7.6,11,HIGH,Completed,True
TRC0937,AST0697,SEC022,Pantograph interface,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-07-30,2025-07-31,2025-08-15,6.8,12,MEDIUM,Scheduled,True
TRC0938,AST0558,SEC033,Sectioning equipment,Insulator Replacement,Cracked insulator,4,LOW,2025-10-17,2025-10-19,2025-12-15,5.2,7,LOW,Scheduled,True
TRC0939,AST0458,SEC008,Insulator,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-09-08,2025-09-10,2025-09-13,5.3,13,HIGH,In Progress,False
TRC0940,AST0568,SEC043,OHE,Catenary Maintenance,Tension deviation,4,LOW,2025-04-26,2025-04-27,2025-06-12,7.9,4,LOW,Completed,True
TRC0941,AST0582,SEC057,Sectioning equipment,OHE Inspection,Height deviation,1,CRITICAL,2025-03-07,2025-03-08,2025-03-15,7.5,15,HIGH,Pending,True
TRC0942,AST0436,SEC061,Transformer,Catenary Maintenance,Tension deviation,2,HIGH,2025-03-22,2025-03-22,2025-04-01,2.7,4,HIGH,Completed,False
TRC0943,AST0646,SEC046,Sectioning equipment,Transformer Servicing,Cooling system failure,5,LOW,2025-11-15,2025-11-18,2026-02-09,2.9,11,LOW,Scheduled,True
TRC0944,AST0432,SEC057,OHE,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-09-04,2025-09-07,2025-09-20,9.2,11,HIGH,Completed,True
TRC0945,AST0549,SEC024,Feeder,Switchgear Maintenance,Contactor wear,4,LOW,2025-04-11,2025-04-11,2025-05-11,2.8,10,LOW,Completed,True
TRC0946,AST0463,SEC013,Electrical switchgear,OHE Mast Repair,Bracket damage,4,LOW,2025-07-01,2025-07-01,2025-08-08,6.3,8,LOW,Pending,False
TRC0947,AST0648,SEC048,OHE,Transformer Servicing,Bushing defect,5,LOW,2025-10-14,2025-10-17,2025-12-08,8.1,7,LOW,In Progress,True
TRC0948,AST0696,SEC021,OHE,Insulator Replacement,Cracked insulator,4,LOW,2025-12-11,2025-12-12,2026-01-29,4.1,10,LOW,Pending,True
TRC0949,AST0536,SEC011,OHE,Feeder Repair,Joint failure,4,LOW,2025-06-11,2025-06-11,2025-07-17,1.6,12,LOW,Pending,True
TRC0950,AST0501,SEC051,Feeder,Feeder Repair,Cable damage,4,LOW,2025-03-31,2025-04-03,2025-05-17,5.5,15,LOW,Pending,True
TRC0951,AST0403,SEC028,Catenary,Catenary Maintenance,Registration arm damage,2,HIGH,2025-09-26,2025-09-28,2025-10-06,2.2,13,HIGH,Pending,True
TRC0952,AST0465,SEC015,Pantograph interface,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-03-11,2025-03-11,2025-03-15,10.2,13,HIGH,Scheduled,False
TRC0953,AST0585,SEC060,Pantograph interface,Feeder Repair,Cable damage,4,LOW,2025-09-02,2025-09-02,2025-10-25,10.9,6,LOW,Pending,False
TRC0954,AST0490,SEC040,Insulator,Transformer Servicing,Oil leak,4,LOW,2025-11-14,2025-11-16,2026-01-02,7.6,13,LOW,Pending,False
TRC0955,AST0626,SEC026,Insulator,Feeder Repair,Joint failure,3,MEDIUM,2025-01-15,2025-01-16,2025-02-07,1.3,15,MEDIUM,Scheduled,False
TRC0956,AST0421,SEC046,Feeder,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-08-07,2025-08-07,2025-08-23,10.5,3,MEDIUM,Completed,True
TRC0957,AST0506,SEC056,Insulator,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-10-12,2025-10-13,2025-11-09,11.6,11,LOW,In Progress,False
TRC0958,AST0634,SEC034,Insulator,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-03-01,2025-03-01,2025-04-23,4.4,7,LOW,Completed,True
TRC0959,AST0548,SEC023,Transformer,Transformer Servicing,Bushing defect,2,HIGH,2025-11-24,2025-11-24,2025-12-01,2.1,4,HIGH,Scheduled,True
TRC0960,AST0571,SEC046,Catenary,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-11-14,2025-11-15,2025-12-03,8.9,10,MEDIUM,Completed,True
TRC0961,AST0439,SEC064,Electrical switchgear,Insulator Replacement,Cracked insulator,1,CRITICAL,2025-09-08,2025-09-11,2025-09-18,1.9,3,HIGH,Scheduled,False
TRC0962,AST0613,SEC013,Feeder,OHE Inspection,Stagger fault,5,LOW,2025-04-27,2025-04-29,2025-06-10,11.5,11,LOW,Completed,True
TRC0963,AST0656,SEC056,OHE,Insulator Replacement,Cracked insulator,4,LOW,2025-02-11,2025-02-14,2025-04-06,8.6,5,LOW,Scheduled,True
TRC0964,AST0655,SEC055,Electrical switchgear,OHE Mast Repair,Corrosion,2,HIGH,2025-11-23,2025-11-23,2025-12-04,11.7,11,HIGH,Completed,False
TRC0965,AST0658,SEC058,Insulator,Catenary Maintenance,Catenary sag,2,HIGH,2025-10-06,2025-10-06,2025-10-19,8.2,2,HIGH,In Progress,False
TRC0966,AST0489,SEC039,Pantograph interface,OHE Mast Repair,Foundation settlement,2,HIGH,2025-09-04,2025-09-05,2025-09-12,10.6,3,HIGH,In Progress,False
TRC0967,AST0682,SEC007,Insulator,Transformer Servicing,Bushing defect,3,MEDIUM,2025-01-05,2025-01-05,2025-01-30,5.9,2,MEDIUM,Pending,False
TRC0968,AST0471,SEC021,Electrical switchgear,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-05-02,2025-05-03,2025-06-01,10.3,14,MEDIUM,Scheduled,False
TRC0969,AST0624,SEC024,OHE,OHE Mast Repair,Corrosion,2,HIGH,2025-06-12,2025-06-12,2025-06-19,7.1,2,HIGH,In Progress,True
TRC0970,AST0680,SEC005,OHE,Sectioning Post Maintenance,Isolator defect,2,HIGH,2025-03-07,2025-03-10,2025-03-22,3.0,4,HIGH,Scheduled,True
TRC0971,AST0667,SEC067,Catenary,Transformer Servicing,Cooling system failure,2,HIGH,2025-03-23,2025-03-24,2025-04-04,6.9,8,HIGH,Pending,True
TRC0972,AST0409,SEC034,Pantograph interface,Catenary Maintenance,Splice joint fault,4,LOW,2025-05-17,2025-05-19,2025-06-23,5.7,5,LOW,In Progress,False
TRC0973,AST0613,SEC013,Feeder,Insulator Replacement,Mechanical failure,4,LOW,2025-03-06,2025-03-07,2025-04-13,3.1,9,LOW,Pending,True
TRC0974,AST0556,SEC031,Transformer,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-10-14,2025-10-17,2025-11-06,8.5,14,MEDIUM,In Progress,False
TRC0975,AST0408,SEC033,OHE,OHE Inspection,Stagger fault,3,MEDIUM,2025-08-12,2025-08-12,2025-09-09,2.6,3,MEDIUM,Scheduled,True
TRC0976,AST0419,SEC044,Catenary,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-09-19,2025-09-22,2025-10-19,2.3,10,MEDIUM,Pending,True
TRC0977,AST0415,SEC040,Electrical switchgear,Transformer Servicing,Winding fault,1,CRITICAL,2025-12-20,2025-12-21,2025-12-28,3.2,12,HIGH,Scheduled,False
TRC0978,AST0448,SEC073,OHE,OHE Inspection,Height deviation,1,CRITICAL,2025-02-26,2025-02-27,2025-03-03,11.6,6,HIGH,Cancelled,True
TRC0979,AST0582,SEC057,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-10-31,2025-11-02,2025-11-28,6.9,11,MEDIUM,Scheduled,True
TRC0980,AST0624,SEC024,OHE,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-09-22,2025-09-22,2025-10-13,8.0,14,MEDIUM,Scheduled,False
TRC0981,AST0601,SEC001,Pantograph interface,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-04-25,2025-04-27,2025-05-14,1.1,3,MEDIUM,Completed,True
TRC0982,AST0665,SEC065,Pantograph interface,OHE Mast Repair,Guy wire slack,4,LOW,2025-04-30,2025-05-03,2025-06-06,4.3,14,LOW,Cancelled,True
TRC0983,AST0695,SEC020,Electrical switchgear,Feeder Repair,Insulation breakdown,4,LOW,2025-01-26,2025-01-29,2025-02-25,11.5,2,LOW,Completed,False
TRC0984,AST0582,SEC057,Sectioning equipment,OHE Mast Repair,Corrosion,3,MEDIUM,2025-11-03,2025-11-03,2025-11-23,7.2,9,MEDIUM,Pending,True
TRC0985,AST0619,SEC019,Catenary,OHE Inspection,Stagger fault,5,LOW,2025-05-01,2025-05-01,2025-06-20,9.4,11,LOW,Pending,False
TRC0986,AST0616,SEC016,OHE,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-02-06,2025-02-08,2025-03-25,8.0,3,LOW,Completed,True
TRC0987,AST0438,SEC063,Sectioning equipment,Feeder Repair,Insulation breakdown,4,LOW,2025-02-22,2025-02-23,2025-04-17,8.6,6,LOW,Scheduled,True
TRC0988,AST0461,SEC011,Feeder,Transformer Servicing,Bushing defect,4,LOW,2025-11-23,2025-11-23,2026-01-07,7.7,2,LOW,Cancelled,True
TRC0989,AST0635,SEC035,Catenary,OHE Inspection,Dropper defect,3,MEDIUM,2025-02-05,2025-02-07,2025-02-27,9.1,15,MEDIUM,Completed,True
TRC0990,AST0474,SEC024,Insulator,OHE Mast Repair,Corrosion,5,LOW,2025-07-25,2025-07-28,2025-10-10,5.6,2,LOW,Scheduled,False
TRC0991,AST0648,SEC048,OHE,Insulator Replacement,Flashover damage,3,MEDIUM,2025-03-02,2025-03-03,2025-03-23,11.8,14,MEDIUM,Pending,True
TRC0992,AST0627,SEC027,Catenary,Insulator Replacement,Mechanical failure,2,HIGH,2025-09-03,2025-09-06,2025-09-21,6.5,5,HIGH,Pending,True
TRC0993,AST0403,SEC028,Catenary,OHE Inspection,Dropper defect,3,MEDIUM,2025-02-14,2025-02-15,2025-03-15,10.2,10,MEDIUM,In Progress,True
TRC0994,AST0570,SEC045,Insulator,OHE Mast Repair,Bracket damage,1,CRITICAL,2025-09-02,2025-09-04,2025-09-10,5.9,4,HIGH,Scheduled,True
TRC0995,AST0459,SEC009,Catenary,OHE Inspection,Contact wire wear,1,CRITICAL,2025-11-21,2025-11-24,2025-11-28,10.1,8,HIGH,Pending,False
TRC0996,AST0515,SEC065,Catenary,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-02-22,2025-02-23,2025-03-19,3.7,12,MEDIUM,Scheduled,False
TRC0997,AST0482,SEC032,Insulator,Catenary Maintenance,Tension deviation,1,CRITICAL,2025-01-15,2025-01-15,2025-01-21,11.3,5,HIGH,Completed,False
TRC0998,AST0515,SEC065,Catenary,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-06-18,2025-06-21,2025-07-21,4.5,5,MEDIUM,Scheduled,True
TRC0999,AST0477,SEC027,Feeder,Transformer Servicing,Oil leak,2,HIGH,2025-07-04,2025-07-04,2025-07-12,7.4,6,HIGH,Completed,True
TRC1000,AST0450,SEC075,Insulator,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-06-25,2025-06-25,2025-07-15,6.4,12,MEDIUM,Completed,False
TRC1001,AST0518,SEC068,Sectioning equipment,OHE Inspection,Dropper defect,2,HIGH,2025-06-17,2025-06-17,2025-06-26,10.2,7,HIGH,Completed,False
TRC1002,AST0580,SEC055,Transformer,Catenary Maintenance,Splice joint fault,4,LOW,2025-11-24,2025-11-27,2025-12-22,1.0,7,LOW,Pending,True
TRC1003,AST0441,SEC066,Pantograph interface,OHE Inspection,Height deviation,4,LOW,2025-07-21,2025-07-24,2025-08-31,11.6,10,LOW,Cancelled,True
TRC1004,AST0555,SEC030,Catenary,Transformer Servicing,Oil leak,4,LOW,2025-06-27,2025-06-29,2025-08-22,11.0,14,LOW,Pending,True
TRC1005,AST0522,SEC072,Insulator,OHE Inspection,Height deviation,4,LOW,2025-05-31,2025-06-02,2025-07-17,4.2,12,LOW,Cancelled,True
TRC1006,AST0620,SEC020,Transformer,OHE Mast Repair,Guy wire slack,2,HIGH,2025-08-04,2025-08-07,2025-08-15,5.5,13,HIGH,Completed,True
TRC1007,AST0607,SEC007,Electrical switchgear,Insulator Replacement,Pollution deposit,4,LOW,2025-06-10,2025-06-10,2025-07-08,5.7,5,LOW,Cancelled,False
TRC1008,AST0661,SEC061,Feeder,Catenary Maintenance,Registration arm damage,4,LOW,2025-06-01,2025-06-04,2025-07-14,1.7,11,LOW,Scheduled,True
TRC1009,AST0605,SEC005,Feeder,Catenary Maintenance,Splice joint fault,4,LOW,2025-09-16,2025-09-19,2025-10-28,3.4,11,LOW,Pending,True
TRC1010,AST0657,SEC057,Pantograph interface,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-10-12,2025-10-14,2025-11-08,5.2,14,MEDIUM,Scheduled,False
TRC1011,AST0503,SEC053,Electrical switchgear,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-04-10,2025-04-10,2025-04-25,9.8,11,MEDIUM,Completed,True
TRC1012,AST0569,SEC044,Pantograph interface,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-10-20,2025-10-21,2025-11-05,4.0,8,MEDIUM,Pending,True
TRC1013,AST0503,SEC053,Electrical switchgear,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-08-18,2025-08-18,2025-09-16,8.5,13,MEDIUM,Pending,True
TRC1014,AST0560,SEC035,OHE,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-02-26,2025-02-26,2025-03-13,8.1,12,HIGH,Cancelled,False
TRC1015,AST0551,SEC026,Electrical switchgear,OHE Inspection,Height deviation,1,CRITICAL,2025-04-26,2025-04-27,2025-05-04,5.6,5,HIGH,Scheduled,True
TRC1016,AST0670,SEC070,Sectioning equipment,Switchgear Maintenance,Arc damage,2,HIGH,2025-08-03,2025-08-05,2025-08-16,10.5,8,HIGH,In Progress,False
TRC1017,AST0496,SEC046,OHE,Insulator Replacement,Cracked insulator,4,LOW,2025-11-02,2025-11-03,2025-11-28,2.8,11,LOW,Scheduled,False
TRC1018,AST0504,SEC054,OHE,Transformer Servicing,Winding fault,4,LOW,2025-05-01,2025-05-02,2025-06-26,9.2,15,LOW,Completed,True
TRC1019,AST0668,SEC068,Transformer,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-10-01,2025-10-01,2025-10-30,8.8,6,MEDIUM,Scheduled,True
